task_id,package,function_name,level,contract_status,status_reasons,current_status,current_tier,simple_status,simple_tier,expected_artifacts_task_json,artifacts_written_by_solution,artifacts_compared_by_current_eval,artifacts_compared_by_simple_eval,input_files_declared,input_files_read_by_solution,input_files_previewed_current,functions_called_by_solution,functions_requested_by_task_prompt,uses_internal_helper,uses_hidden_in_script_data,result_assignment_count,overwrites_result,fixture_semantic_flags,task_dir
pharmaverse/aNCA/get_halflife_plots_single,aNCA,get_halflife_plots_single,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/add_annotations.tsv; inputs/color.tsv; inputs/conc_col.tsv; inputs/fit_line_data.tsv; inputs/group_vars.tsv; inputs/plot_data.tsv; inputs/subtitle.tsv; inputs/symbol.tsv; inputs/text.tsv; inputs/time_col.tsv; inputs/title.tsv; inputs/xlab.tsv; inputs/ylab.tsv,inputs/add_annotations.tsv; inputs/color.tsv; inputs/conc_col.tsv; inputs/fit_line_data.tsv; inputs/group_vars.tsv; inputs/plot_data.tsv; inputs/subtitle.tsv; inputs/symbol.tsv; inputs/text.tsv; inputs/time_col.tsv; inputs/title.tsv; inputs/xlab.tsv; inputs/ylab.tsv,inputs/add_annotations.tsv; inputs/color.tsv; inputs/conc_col.tsv; inputs/fit_line_data.tsv; inputs/group_vars.tsv; inputs/plot_data.tsv; inputs/subtitle.tsv; inputs/symbol.tsv; inputs/text.tsv; inputs/time_col.tsv; inputs/title.tsv; inputs/xlab.tsv; inputs/ylab.tsv,,aNCA::get_halflife_plots_single,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/get_halflife_plots_single
pharmaverse/aNCA/get_label,aNCA,get_label,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; result_overwrite_or_echo_suspected; scalarish_input_has_complex_placeholder:labels_df.tsv; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/labels_df.tsv; inputs/type.tsv; inputs/variable.tsv,inputs/labels_df.tsv; inputs/type.tsv; inputs/variable.tsv,inputs/labels_df.tsv; inputs/type.tsv; inputs/variable.tsv,dplyr::filter,aNCA::get_label,True,False,3,True,clinical_placeholders; scalarish_input_has_complex_placeholder:labels_df.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/get_label
pharmaverse/aNCA/get_session_code,aNCA,get_session_code,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; uses_internal_helper_or_namespace_access,FAIL,output_bad,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/output_path.tsv; inputs/session.tsv; inputs/template_path.tsv,inputs/output_path.tsv; inputs/session.tsv; inputs/template_path.tsv,inputs/output_path.tsv; inputs/session.tsv; inputs/template_path.tsv,,aNCA::get_session_code,True,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/get_session_code
pharmaverse/aNCA/get_settings_code,aNCA,get_settings_code,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/data_path.tsv; inputs/mapping.tsv; inputs/output_path.tsv; inputs/ratio_table.tsv; inputs/settings_file_path.tsv; inputs/template_path.tsv,inputs/data_path.tsv; inputs/mapping.tsv; inputs/output_path.tsv; inputs/ratio_table.tsv; inputs/settings_file_path.tsv; inputs/template_path.tsv,inputs/data_path.tsv; inputs/mapping.tsv; inputs/output_path.tsv; inputs/ratio_table.tsv; inputs/settings_file_path.tsv; inputs/template_path.tsv,,aNCA::get_settings_code,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/get_settings_code
pharmaverse/aNCA/get_subjid,aNCA,get_subjid,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; uses_internal_helper_or_namespace_access,FAIL,output_bad,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/data.tsv,inputs/data.tsv,inputs/data.tsv,stringr::str_remove,aNCA::get_subjid,True,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/get_subjid
pharmaverse/aNCA/identify_target_rows,aNCA,identify_target_rows,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/after.tsv; inputs/data.tsv; inputs/target_groups.tsv; inputs/target_impute.tsv; inputs/target_params.tsv,inputs/after.tsv; inputs/data.tsv; inputs/target_groups.tsv; inputs/target_impute.tsv; inputs/target_params.tsv,inputs/after.tsv; inputs/data.tsv; inputs/target_groups.tsv; inputs/target_impute.tsv; inputs/target_params.tsv,,aNCA::identify_target_rows,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/identify_target_rows
pharmaverse/aNCA/interval_add_impute,aNCA,interval_add_impute,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/after.tsv; inputs/data.tsv; inputs/target_groups.tsv; inputs/target_impute.tsv; inputs/target_params.tsv,inputs/after.tsv; inputs/data.tsv; inputs/target_groups.tsv; inputs/target_impute.tsv; inputs/target_params.tsv,inputs/after.tsv; inputs/data.tsv; inputs/target_groups.tsv; inputs/target_impute.tsv; inputs/target_params.tsv,,aNCA::interval_add_impute,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/interval_add_impute
pharmaverse/aNCA/interval_remove_impute,aNCA,interval_remove_impute,L1,C_REPAIR_FIXTURE,clinical_placeholders; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/data.tsv,inputs/data.tsv,inputs/data.tsv,,aNCA::interval_remove_impute,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/interval_remove_impute
pharmaverse/aNCA/keep_blq_timepoints,aNCA,keep_blq_timepoints,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,TIMEOUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/mean_group_var.tsv; inputs/plot_data.tsv; inputs/xvar.tsv,inputs/mean_group_var.tsv; inputs/plot_data.tsv; inputs/xvar.tsv,inputs/mean_group_var.tsv; inputs/plot_data.tsv; inputs/xvar.tsv,,aNCA::keep_blq_timepoints,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/keep_blq_timepoints
pharmaverse/aNCA/l_pkcl01,aNCA,l_pkcl01,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; scalarish_input_has_complex_placeholder:formatting_vars_table.tsv; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,,inputs/data.tsv; inputs/displaying_vars.tsv; inputs/footnote.tsv; inputs/formatting_vars_table.tsv; inputs/grouping_vars.tsv; inputs/listgroup_vars.tsv; inputs/subtitle.tsv; inputs/title.tsv,inputs/data.tsv; inputs/displaying_vars.tsv; inputs/footnote.tsv; inputs/formatting_vars_table.tsv; inputs/grouping_vars.tsv; inputs/listgroup_vars.tsv; inputs/subtitle.tsv; inputs/title.tsv,,aNCA::l_pkcl01,True,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:formatting_vars_table.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/l_pkcl01
pharmaverse/aNCA/log_conversion,aNCA,log_conversion,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; scalarish_input_has_complex_placeholder:denom_unit.tsv; unit_input_has_non_unit_values:denom_unit.tsv; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/concu.tsv; inputs/denom_unit.tsv; inputs/row.tsv; inputs/u_vol_new.tsv; inputs/verbose.tsv; inputs/vol.tsv; inputs/volu.tsv,inputs/concu.tsv; inputs/denom_unit.tsv; inputs/row.tsv; inputs/u_vol_new.tsv; inputs/verbose.tsv; inputs/vol.tsv; inputs/volu.tsv,inputs/concu.tsv; inputs/denom_unit.tsv; inputs/row.tsv; inputs/u_vol_new.tsv; inputs/verbose.tsv; inputs/vol.tsv; inputs/volu.tsv,,aNCA::log_conversion,True,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:denom_unit.tsv; unit_input_has_non_unit_values:denom_unit.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/log_conversion
pharmaverse/aNCA/multiple_matrix_ratios,aNCA,multiple_matrix_ratios,L3,C_REPAIR_FIXTURE,clinical_placeholders; scalarish_input_has_complex_placeholder:units_col.tsv; unit_input_has_non_unit_values:units_col.tsv; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,TIMEOUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/conc_col.tsv; inputs/data.tsv; inputs/groups.tsv; inputs/matrix_col.tsv; inputs/spec1.tsv; inputs/spec2.tsv; inputs/units_col.tsv,inputs/conc_col.tsv; inputs/data.tsv; inputs/groups.tsv; inputs/matrix_col.tsv; inputs/spec1.tsv; inputs/spec2.tsv; inputs/units_col.tsv,inputs/conc_col.tsv; inputs/data.tsv; inputs/groups.tsv; inputs/matrix_col.tsv; inputs/spec1.tsv; inputs/spec2.tsv; inputs/units_col.tsv,,aNCA::multiple_matrix_ratios,True,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:units_col.tsv; unit_input_has_non_unit_values:units_col.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/multiple_matrix_ratios
pharmaverse/aNCA/parse_annotation,aNCA,parse_annotation,L1,C_REPAIR_FIXTURE,clinical_placeholders; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/data.tsv; inputs/text.tsv,inputs/data.tsv; inputs/text.tsv,inputs/data.tsv; inputs/text.tsv,glue::glue,aNCA::parse_annotation,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/parse_annotation
pharmaverse/aNCA/pk.calc.volpk,aNCA,pk.calc.volpk,L1,C_REPAIR_FIXTURE,clinical_placeholders; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/volume.tsv,inputs/volume.tsv,inputs/volume.tsv,,aNCA::pk.calc.volpk,True,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/pk.calc.volpk
pharmaverse/aNCA/prepare_plot_data,aNCA,prepare_plot_data,L3,C_REPAIR_FIXTURE,clinical_placeholders; scalarish_input_has_complex_placeholder:labels_df.tsv; unit_mismatch_placeholders,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/colour_var.tsv; inputs/data_conc.tsv; inputs/data_dose.tsv; inputs/grouping_vars.tsv; inputs/labels_df.tsv; inputs/plot_conc_data.tsv; inputs/shape_var.tsv; inputs/tooltip_vars.tsv,inputs/colour_var.tsv; inputs/data_conc.tsv; inputs/data_dose.tsv; inputs/grouping_vars.tsv; inputs/labels_df.tsv; inputs/plot_conc_data.tsv; inputs/shape_var.tsv; inputs/tooltip_vars.tsv,inputs/colour_var.tsv; inputs/data_conc.tsv; inputs/data_dose.tsv; inputs/grouping_vars.tsv; inputs/labels_df.tsv; inputs/plot_conc_data.tsv; inputs/shape_var.tsv; inputs/tooltip_vars.tsv,aNCA::prepare_plot_data,aNCA::prepare_plot_data,False,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:labels_df.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/prepare_plot_data
pharmaverse/aNCA/process_data_individual,aNCA,process_data_individual,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/conc_col.tsv; inputs/filtering_list.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/use_time_since_last_dose.tsv; inputs/ylog_scale.tsv,inputs/conc_col.tsv; inputs/filtering_list.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/use_time_since_last_dose.tsv; inputs/ylog_scale.tsv,inputs/conc_col.tsv; inputs/filtering_list.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/use_time_since_last_dose.tsv; inputs/ylog_scale.tsv,aNCA::process_data_individual,aNCA::process_data_individual,False,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/process_data_individual
pharmaverse/aNCA/process_data_mean,aNCA,process_data_mean,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/extra_grouping_vars.tsv; inputs/facet_by.tsv; inputs/filtering_list.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/use_time_since_last_dose.tsv; inputs/ylog_scale.tsv,inputs/extra_grouping_vars.tsv; inputs/facet_by.tsv; inputs/filtering_list.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/use_time_since_last_dose.tsv; inputs/ylog_scale.tsv,inputs/extra_grouping_vars.tsv; inputs/facet_by.tsv; inputs/filtering_list.tsv; inputs/pknca_data.tsv; inputs/show_dose.tsv; inputs/use_time_since_last_dose.tsv; inputs/ylog_scale.tsv,,aNCA::process_data_mean,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/process_data_mean
pharmaverse/aNCA/read_pk,aNCA,read_pk,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/path.tsv,inputs/path.tsv,inputs/path.tsv,,aNCA::read_pk,True,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/read_pk
pharmaverse/aNCA/read_settings,aNCA,read_settings,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.rds; outputs/summary.csv,outputs/result.rds; outputs/summary.csv,inputs/name.tsv; inputs/path.tsv,inputs/name.tsv; inputs/path.tsv,inputs/name.tsv; inputs/path.tsv,yaml::read_yaml,aNCA::read_settings,True,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/read_settings
pharmaverse/aNCA/remove_impute_method,aNCA,remove_impute_method,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; scalarish_input_has_complex_placeholder:impute_vals.tsv; uses_internal_helper_or_namespace_access,FAIL,output_bad,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/impute_vals.tsv; inputs/target_impute.tsv,inputs/impute_vals.tsv; inputs/target_impute.tsv,inputs/impute_vals.tsv; inputs/target_impute.tsv,,aNCA::remove_impute_method,True,False,2,False,clinical_placeholders; scalarish_input_has_complex_placeholder:impute_vals.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/remove_impute_method
pharmaverse/aNCA/remove_pp_not_requested,aNCA,remove_pp_not_requested,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; uses_internal_helper_or_namespace_access,FAIL,output_bad,NO_OUTPUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/pknca_res.tsv,inputs/pknca_res.tsv,inputs/pknca_res.tsv,PKNCA::get.interval.cols; tidyr::pivot_longer,aNCA::remove_pp_not_requested,True,False,2,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/remove_pp_not_requested
pharmaverse/aNCA/rm_impute_obs_params,aNCA,rm_impute_obs_params,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/data.tsv; inputs/metadata_nca_parameters.tsv,inputs/data.tsv; inputs/metadata_nca_parameters.tsv,inputs/data.tsv; inputs/metadata_nca_parameters.tsv,,aNCA::rm_impute_obs_params,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/rm_impute_obs_params
pharmaverse/aNCA/select_minimal_grouping_cols,aNCA,select_minimal_grouping_cols,L2,C_REPAIR_FIXTURE,derivation_placeholders; rlang_expr_placeholders; uses_internal_helper_or_namespace_access,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv,inputs/df.tsv; inputs/strata_cols.tsv,inputs/df.tsv; inputs/strata_cols.tsv,inputs/df.tsv; inputs/strata_cols.tsv,,aNCA::select_minimal_grouping_cols,True,False,6,False,derivation_placeholders; rlang_expr_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/select_minimal_grouping_cols
pharmaverse/aNCA/simplify_unit,aNCA,simplify_unit,L2,C_REPAIR_FIXTURE,clinical_placeholders; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,TIMEOUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/as_character.tsv; inputs/x.tsv,inputs/as_character.tsv; inputs/x.tsv,inputs/as_character.tsv; inputs/x.tsv,units::deparse_unit; units::set_units,aNCA::simplify_unit; units::set_units,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/simplify_unit
pharmaverse/aNCA/translate_terms,aNCA,translate_terms,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/input_terms.tsv; inputs/mapping_col.tsv; inputs/metadata.tsv; inputs/target_col.tsv,inputs/input_terms.tsv; inputs/mapping_col.tsv; inputs/metadata.tsv; inputs/target_col.tsv,inputs/input_terms.tsv; inputs/mapping_col.tsv; inputs/metadata.tsv; inputs/target_col.tsv,,aNCA::translate_terms,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/translate_terms
pharmaverse/aNCA/update_main_intervals,aNCA,update_main_intervals,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders,FAIL,output_bad,NO_OUTPUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,,inputs/blq_imputation_rule.tsv; inputs/data.tsv; inputs/impute.tsv; inputs/int_parameters.tsv; inputs/parameter_selections.tsv; inputs/study_types_df.tsv,inputs/blq_imputation_rule.tsv; inputs/data.tsv; inputs/impute.tsv; inputs/int_parameters.tsv; inputs/parameter_selections.tsv; inputs/study_types_df.tsv,inputs/blq_imputation_rule.tsv; inputs/data.tsv; inputs/impute.tsv; inputs/int_parameters.tsv; inputs/parameter_selections.tsv; inputs/study_types_df.tsv,,aNCA::update_main_intervals,False,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/update_main_intervals
pharmaverse/aNCA/update_pknca_with_rules,aNCA,update_pknca_with_rules,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; result_overwrite_or_echo_suspected; unit_mismatch_placeholders,NO_OUTPUT,exec_fail,NO_OUTPUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/RANGE.tsv; inputs/REASON.tsv; inputs/data.tsv; inputs/group.tsv; inputs/slopes.tsv,inputs/data.tsv; inputs/slopes.tsv,inputs/RANGE.tsv; inputs/REASON.tsv; inputs/data.tsv; inputs/group.tsv; inputs/slopes.tsv,dplyr::group_vars,aNCA::update_pknca_with_rules,False,False,2,True,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/update_pknca_with_rules
pharmaverse/aNCA/validate_pk,aNCA,validate_pk,L1,D_QUARANTINE_CONTRACT,clinical_placeholders; evaluator_compares_artifact_not_in_task_json; task_json_expected_artifact_not_compared_in_results; unit_mismatch_placeholders; uses_internal_helper_or_namespace_access,FAIL,output_bad,FAIL,output_bad,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,outputs/result.csv; outputs/summary.csv,inputs/pk_data.tsv,inputs/pk_data.tsv,inputs/pk_data.tsv,,aNCA::validate_pk,True,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/aNCA/validate_pk
pharmaverse/admiral/adjust_last_day_imputation,admiral,adjust_last_day_imputation,L1,D_QUARANTINE_CONTRACT,evaluator_compares_artifact_not_in_task_json,NO_OUTPUT,exec_fail,FAIL,output_bad,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,outputs/result.csv; outputs/summary.csv,inputs/imputed_dtc.tsv; inputs/partial.tsv,inputs/imputed_dtc.tsv; inputs/partial.tsv,inputs/imputed_dtc.tsv; inputs/partial.tsv,,admiral::adjust_last_day_imputation,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/adjust_last_day_imputation
